2026-03-08 10:48:36 | INFO | laptopguardian | sample cpu=3.8 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:48:41 | INFO | laptopguardian | sample cpu=1.2 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 10:48:46 | INFO | laptopguardian | sample cpu=3.1 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:48:51 | INFO | laptopguardian | sample cpu=2.0 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 10:48:56 | INFO | laptopguardian | sample cpu=2.7 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:01 | INFO | laptopguardian | sample cpu=1.6 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:06 | INFO | laptopguardian | sample cpu=3.9 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:11 | INFO | laptopguardian | sample cpu=1.5 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:16 | INFO | laptopguardian | sample cpu=2.7 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:21 | INFO | laptopguardian | sample cpu=8.2 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:26 | INFO | laptopguardian | sample cpu=1.6 ram=66.9 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:31 | INFO | laptopguardian | sample cpu=0.8 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:36 | INFO | laptopguardian | sample cpu=0.4 ram=66.9 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:41 | INFO | laptopguardian | sample cpu=1.5 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:46 | INFO | laptopguardian | sample cpu=3.0 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 10:49:57 | INFO | laptopguardian | sample cpu=8.6 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:02 | INFO | laptopguardian | sample cpu=0.8 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:07 | INFO | laptopguardian | sample cpu=1.9 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:12 | INFO | laptopguardian | sample cpu=3.5 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:17 | INFO | laptopguardian | sample cpu=1.5 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:22 | INFO | laptopguardian | sample cpu=0.4 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:27 | INFO | laptopguardian | sample cpu=5.0 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:32 | INFO | laptopguardian | sample cpu=2.3 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:36 | INFO | laptopguardian | sample cpu=2.0 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:41 | INFO | laptopguardian | sample cpu=2.0 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:47 | INFO | laptopguardian | sample cpu=1.9 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:52 | INFO | laptopguardian | sample cpu=7.8 ram=67.1 temp=-1.0 risk=0 (normal)
2026-03-08 10:50:57 | INFO | laptopguardian | sample cpu=9.7 ram=67.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:03 | INFO | laptopguardian | sample cpu=6.6 ram=67.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:08 | INFO | laptopguardian | sample cpu=9.2 ram=68.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:14 | INFO | laptopguardian | sample cpu=24.0 ram=69.0 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:20 | INFO | laptopguardian | sample cpu=7.0 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:25 | INFO | laptopguardian | sample cpu=7.5 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:30 | INFO | laptopguardian | sample cpu=0.8 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:36 | INFO | laptopguardian | sample cpu=1.9 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:41 | INFO | laptopguardian | sample cpu=0.4 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:46 | INFO | laptopguardian | sample cpu=3.9 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 10:51:51 | INFO | laptopguardian | sample cpu=4.4 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:01 | INFO | laptopguardian | sample cpu=2.3 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:07 | INFO | laptopguardian | sample cpu=0.4 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:12 | INFO | laptopguardian | sample cpu=1.1 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:17 | INFO | laptopguardian | sample cpu=9.1 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:22 | INFO | laptopguardian | sample cpu=2.3 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:27 | INFO | laptopguardian | sample cpu=0.8 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:32 | INFO | laptopguardian | sample cpu=2.7 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:38 | INFO | laptopguardian | sample cpu=2.3 ram=65.3 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:43 | INFO | laptopguardian | sample cpu=1.2 ram=65.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:48 | INFO | laptopguardian | sample cpu=2.8 ram=65.5 temp=-1.0 risk=0 (normal)
2026-03-08 10:52:53 | INFO | laptopguardian | sample cpu=0.0 ram=66.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:19 | INFO | laptopguardian | sample cpu=100.0 ram=67.9 temp=-1.0 risk=0 (critical)
2026-03-08 11:00:19 | WARNING | laptopguardian | Switched system power plan to Power Saver
2026-03-08 11:00:25 | INFO | laptopguardian | sample cpu=22.4 ram=70.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:25 | INFO | laptopguardian | Restored system power plan to a1841308-3541-4fab-bc81-f71556f20b4a
2026-03-08 11:00:31 | INFO | laptopguardian | sample cpu=5.4 ram=70.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:36 | INFO | laptopguardian | sample cpu=8.5 ram=70.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:42 | INFO | laptopguardian | sample cpu=4.7 ram=69.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:47 | INFO | laptopguardian | sample cpu=7.0 ram=69.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:52 | INFO | laptopguardian | sample cpu=5.7 ram=69.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:00:58 | INFO | laptopguardian | sample cpu=10.2 ram=69.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:03 | INFO | laptopguardian | sample cpu=2.3 ram=69.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:09 | INFO | laptopguardian | sample cpu=10.8 ram=68.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:14 | INFO | laptopguardian | sample cpu=3.1 ram=68.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:19 | INFO | laptopguardian | sample cpu=1.6 ram=68.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:25 | INFO | laptopguardian | sample cpu=3.9 ram=68.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:30 | INFO | laptopguardian | sample cpu=6.7 ram=68.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:35 | INFO | laptopguardian | sample cpu=0.0 ram=68.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:40 | INFO | laptopguardian | sample cpu=10.2 ram=67.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:46 | INFO | laptopguardian | sample cpu=3.1 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:51 | INFO | laptopguardian | sample cpu=2.3 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:01:56 | INFO | laptopguardian | sample cpu=4.1 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:01 | INFO | laptopguardian | sample cpu=10.6 ram=66.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:06 | INFO | laptopguardian | sample cpu=2.8 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:16 | INFO | laptopguardian | sample cpu=2.7 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:21 | INFO | laptopguardian | sample cpu=5.4 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:26 | INFO | laptopguardian | sample cpu=2.3 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:32 | INFO | laptopguardian | sample cpu=0.8 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:37 | INFO | laptopguardian | sample cpu=3.1 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:42 | INFO | laptopguardian | sample cpu=0.4 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:47 | INFO | laptopguardian | sample cpu=3.1 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:52 | INFO | laptopguardian | sample cpu=1.6 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:02:57 | INFO | laptopguardian | sample cpu=0.8 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:02 | INFO | laptopguardian | sample cpu=2.3 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:07 | INFO | laptopguardian | sample cpu=1.6 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:12 | INFO | laptopguardian | sample cpu=4.4 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:17 | INFO | laptopguardian | sample cpu=1.6 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:22 | INFO | laptopguardian | sample cpu=4.3 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:27 | INFO | laptopguardian | sample cpu=2.7 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:32 | INFO | laptopguardian | sample cpu=1.6 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:37 | INFO | laptopguardian | sample cpu=2.3 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:42 | INFO | laptopguardian | sample cpu=3.5 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:47 | INFO | laptopguardian | sample cpu=5.4 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:53 | INFO | laptopguardian | sample cpu=3.9 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:03:58 | INFO | laptopguardian | sample cpu=4.6 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:03 | INFO | laptopguardian | sample cpu=2.2 ram=67.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:08 | INFO | laptopguardian | sample cpu=4.6 ram=66.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:18 | INFO | laptopguardian | sample cpu=3.2 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:23 | INFO | laptopguardian | sample cpu=1.9 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:28 | INFO | laptopguardian | sample cpu=0.0 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:33 | INFO | laptopguardian | sample cpu=1.6 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:38 | INFO | laptopguardian | sample cpu=2.6 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:43 | INFO | laptopguardian | sample cpu=0.7 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:48 | INFO | laptopguardian | sample cpu=3.1 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:53 | INFO | laptopguardian | sample cpu=2.7 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:04:58 | INFO | laptopguardian | sample cpu=0.8 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:03 | INFO | laptopguardian | sample cpu=3.1 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:08 | INFO | laptopguardian | sample cpu=0.4 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:13 | INFO | laptopguardian | sample cpu=0.8 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:18 | INFO | laptopguardian | sample cpu=5.8 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:23 | INFO | laptopguardian | sample cpu=3.5 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:28 | INFO | laptopguardian | sample cpu=4.7 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:33 | INFO | laptopguardian | sample cpu=1.2 ram=65.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:38 | INFO | laptopguardian | sample cpu=2.3 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:43 | INFO | laptopguardian | sample cpu=6.5 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:48 | INFO | laptopguardian | sample cpu=0.8 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:53 | INFO | laptopguardian | sample cpu=7.8 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:05:59 | INFO | laptopguardian | sample cpu=2.8 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:04 | INFO | laptopguardian | sample cpu=7.4 ram=66.8 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:09 | INFO | laptopguardian | sample cpu=11.2 ram=66.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:19 | INFO | laptopguardian | sample cpu=5.8 ram=67.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:24 | INFO | laptopguardian | sample cpu=2.7 ram=67.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:29 | INFO | laptopguardian | sample cpu=3.5 ram=67.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:34 | INFO | laptopguardian | sample cpu=3.1 ram=67.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:40 | INFO | laptopguardian | sample cpu=1.9 ram=67.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:45 | INFO | laptopguardian | sample cpu=3.1 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:50 | INFO | laptopguardian | sample cpu=2.7 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:06:55 | INFO | laptopguardian | sample cpu=1.6 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:00 | INFO | laptopguardian | sample cpu=1.6 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:05 | INFO | laptopguardian | sample cpu=3.1 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:10 | INFO | laptopguardian | sample cpu=0.4 ram=66.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:15 | INFO | laptopguardian | sample cpu=0.4 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:20 | INFO | laptopguardian | sample cpu=1.6 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:25 | INFO | laptopguardian | sample cpu=10.7 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:30 | INFO | laptopguardian | sample cpu=7.3 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:35 | INFO | laptopguardian | sample cpu=2.7 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:40 | INFO | laptopguardian | sample cpu=0.8 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:45 | INFO | laptopguardian | sample cpu=2.3 ram=66.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:50 | INFO | laptopguardian | sample cpu=3.9 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:07:55 | INFO | laptopguardian | sample cpu=2.1 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:00 | INFO | laptopguardian | sample cpu=0.8 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:05 | INFO | laptopguardian | sample cpu=1.9 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:10 | INFO | laptopguardian | sample cpu=0.0 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:20 | INFO | laptopguardian | sample cpu=3.1 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:25 | INFO | laptopguardian | sample cpu=12.3 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:30 | INFO | laptopguardian | sample cpu=1.6 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:35 | INFO | laptopguardian | sample cpu=2.3 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:40 | INFO | laptopguardian | sample cpu=3.5 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:45 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:50 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:08:55 | INFO | laptopguardian | sample cpu=0.8 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:00 | INFO | laptopguardian | sample cpu=2.0 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:05 | INFO | laptopguardian | sample cpu=7.0 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:10 | INFO | laptopguardian | sample cpu=0.8 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:15 | INFO | laptopguardian | sample cpu=1.6 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:20 | INFO | laptopguardian | sample cpu=6.3 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:25 | INFO | laptopguardian | sample cpu=1.2 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:30 | INFO | laptopguardian | sample cpu=1.9 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:35 | INFO | laptopguardian | sample cpu=1.6 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:40 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:45 | INFO | laptopguardian | sample cpu=6.6 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:50 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:54 | INFO | laptopguardian | sample cpu=1.2 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:09:59 | INFO | laptopguardian | sample cpu=2.0 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:04 | INFO | laptopguardian | sample cpu=1.6 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:09 | INFO | laptopguardian | sample cpu=6.2 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:14 | INFO | laptopguardian | sample cpu=3.1 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:25 | INFO | laptopguardian | sample cpu=2.3 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:30 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:34 | INFO | laptopguardian | sample cpu=1.6 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:39 | INFO | laptopguardian | sample cpu=3.5 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:44 | INFO | laptopguardian | sample cpu=0.4 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:49 | INFO | laptopguardian | sample cpu=8.9 ram=65.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:54 | INFO | laptopguardian | sample cpu=2.7 ram=65.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:10:59 | INFO | laptopguardian | sample cpu=2.7 ram=65.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:04 | INFO | laptopguardian | sample cpu=4.5 ram=65.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:09 | INFO | laptopguardian | sample cpu=2.5 ram=65.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:14 | INFO | laptopguardian | sample cpu=0.8 ram=65.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:19 | INFO | laptopguardian | sample cpu=3.4 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:24 | INFO | laptopguardian | sample cpu=1.9 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:29 | INFO | laptopguardian | sample cpu=2.3 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:34 | INFO | laptopguardian | sample cpu=2.3 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:39 | INFO | laptopguardian | sample cpu=3.5 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:44 | INFO | laptopguardian | sample cpu=2.7 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:49 | INFO | laptopguardian | sample cpu=7.3 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:54 | INFO | laptopguardian | sample cpu=2.3 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:11:59 | INFO | laptopguardian | sample cpu=1.6 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:12:04 | INFO | laptopguardian | sample cpu=7.3 ram=65.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:12:09 | INFO | laptopguardian | sample cpu=7.8 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:12:14 | INFO | laptopguardian | sample cpu=3.5 ram=64.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:31:46 | INFO | laptopguardian | sample cpu=100.0 ram=67.8 temp=-1.0 risk=0 (critical)
2026-03-08 11:31:46 | WARNING | laptopguardian | Switched system power plan to Power Saver
2026-03-08 11:31:52 | INFO | laptopguardian | sample cpu=7.0 ram=69.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:31:52 | INFO | laptopguardian | Restored system power plan to a1841308-3541-4fab-bc81-f71556f20b4a
2026-03-08 11:31:57 | INFO | laptopguardian | sample cpu=8.1 ram=69.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:03 | INFO | laptopguardian | sample cpu=13.7 ram=69.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:09 | INFO | laptopguardian | sample cpu=15.2 ram=69.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:14 | INFO | laptopguardian | sample cpu=14.8 ram=68.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:20 | INFO | laptopguardian | sample cpu=9.0 ram=66.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:25 | INFO | laptopguardian | sample cpu=5.8 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:30 | INFO | laptopguardian | sample cpu=1.2 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:36 | INFO | laptopguardian | sample cpu=4.6 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:41 | INFO | laptopguardian | sample cpu=10.1 ram=66.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:46 | INFO | laptopguardian | sample cpu=1.6 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:52 | INFO | laptopguardian | sample cpu=5.9 ram=66.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:32:57 | INFO | laptopguardian | sample cpu=8.1 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:02 | INFO | laptopguardian | sample cpu=9.2 ram=66.4 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:07 | INFO | laptopguardian | sample cpu=1.6 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:13 | INFO | laptopguardian | sample cpu=3.5 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:18 | INFO | laptopguardian | sample cpu=6.6 ram=66.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:23 | INFO | laptopguardian | sample cpu=4.6 ram=66.5 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:28 | INFO | laptopguardian | sample cpu=2.3 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:33 | INFO | laptopguardian | sample cpu=1.6 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:39 | INFO | laptopguardian | sample cpu=2.0 ram=66.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:49 | INFO | laptopguardian | sample cpu=0.4 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:54 | INFO | laptopguardian | sample cpu=1.2 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:33:59 | INFO | laptopguardian | sample cpu=1.2 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:04 | INFO | laptopguardian | sample cpu=5.0 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:09 | INFO | laptopguardian | sample cpu=1.5 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:14 | INFO | laptopguardian | sample cpu=4.0 ram=66.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:20 | INFO | laptopguardian | sample cpu=2.3 ram=65.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:25 | INFO | laptopguardian | sample cpu=3.9 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:30 | INFO | laptopguardian | sample cpu=2.0 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:35 | INFO | laptopguardian | sample cpu=1.6 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:40 | INFO | laptopguardian | sample cpu=1.6 ram=65.7 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:45 | INFO | laptopguardian | sample cpu=8.2 ram=65.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:50 | INFO | laptopguardian | sample cpu=2.7 ram=65.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:34:55 | INFO | laptopguardian | sample cpu=6.9 ram=65.6 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:00 | INFO | laptopguardian | sample cpu=0.8 ram=65.0 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:05 | INFO | laptopguardian | sample cpu=1.6 ram=64.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:10 | INFO | laptopguardian | sample cpu=2.3 ram=64.9 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:15 | INFO | laptopguardian | sample cpu=7.8 ram=65.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:20 | INFO | laptopguardian | sample cpu=0.8 ram=65.3 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:25 | INFO | laptopguardian | sample cpu=2.6 ram=65.2 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:30 | INFO | laptopguardian | sample cpu=1.2 ram=65.1 temp=-1.0 risk=0 (normal)
2026-03-08 11:35:35 | INFO | laptopguardian | sample cpu=2.1 ram=65.1 temp=-1.0 risk=0 (normal)
