2026-03-15 13:09:17,852 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,706 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,713 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,759 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,789 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,798 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:20,803 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:22,270 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:23,703 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:23,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:23,756 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:23,790 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:23,793 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:23,797 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,707 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,713 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,744 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,801 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,803 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:26,807 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:28,296 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:29,701 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:29,706 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:29,757 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:29,764 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:29,801 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:29,804 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,701 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,707 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,760 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,764 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,802 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:32,818 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:34,523 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:35,701 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:35,708 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:35,786 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:35,826 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:35,829 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:35,832 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,701 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,706 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,736 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,774 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,787 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:38,790 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:40,672 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:41,715 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:41,766 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:41,777 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:41,809 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:41,830 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:41,892 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:41] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,703 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,713 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,747 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,792 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,814 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:44,815 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:44] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:46,836 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:47,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:47,714 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:47,777 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:47,788 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:47,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:47,795 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:47] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,699 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,708 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,755 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,790 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,793 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:50,795 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:50] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:52,883 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:53,714 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:53,721 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:53,776 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:53,797 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:53,800 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:53,803 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:53] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,704 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,787 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,788 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:56,796 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:56] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:58,862 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:09:59,701 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:59,710 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:59,739 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:59,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:59,794 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:09:59,799 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:09:59] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:01,231 [INFO] app.watchdog.actions: No previous plan stored; skipping restore.
2026-03-15 13:10:02,708 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:02,728 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:02,731 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:02,744 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:02,767 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:02,834 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:02] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:04,805 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:05,712 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:05,720 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:05,759 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:05,768 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:05,802 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:05,804 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:05] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,708 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,724 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,731 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,740 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,762 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:08,833 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:08] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:10,897 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:11,707 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:11,714 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:11,776 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:11,794 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:11,795 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:11,798 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:11] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,698 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,704 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,727 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,760 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,788 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:14,789 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:14] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:16,851 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:17,700 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:17,708 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:17,748 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:17,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:17,808 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:17,812 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:17] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,699 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,704 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,750 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,786 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,788 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:20,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:20] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:22,896 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:23,704 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:23,710 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:23,739 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:23,763 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:23,800 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:23,801 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:23] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,716 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,760 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,786 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,814 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:26,816 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:26] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:28,844 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:29,700 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:29,706 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:29,755 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:29,774 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:29,795 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:29,799 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:29] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,703 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,725 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,761 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,817 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:32,797 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:32] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:34,924 [WARNING] app.collector.cpu: CPU temp unavailable. Install LibreHardwareMonitor and enable WMI: https://github.com/LibreHardwareMonitor/LibreHardwareMonitor
2026-03-15 13:10:35,709 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:35,714 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:35,802 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:35,803 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:35,806 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:35,810 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:35] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,710 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,717 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,730 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,791 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,820 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
2026-03-15 13:10:38,825 [INFO] werkzeug: 127.0.0.1 - - [15/Mar/2026 13:10:38] "POST /_dash-update-component HTTP/1.1" 200 -
